  Time                 , (MAX(V(Z2:G,Z2:E)))@1, (MAX(V(Z2:G,Z2:E)))@2, (MAX(V(Z2:G,Z2:E)))@3, (MAX(V(Z2:G,Z2:E)))@4, (MAX(V(Z2:G,Z2:E)))@5, (MAX(V(Z2:G,Z2:E)))@6, (MAX(V(Z2:G,Z2:E)))@7, (MAX(V(Z2:G,Z2:E)))@8, (MAX(V(Z2:G,Z2:E)))@9, (MAX(V(Z2:G,Z2:E)))@10, (MAX(V(Z2:G,Z2:E)))@11, (MAX(V(Z2:G,Z2:E)))@12, (MAX(V(Z2:G,Z2:E)))@13, (MAX(V(Z2:G,Z2:E)))@14, (MAX(V(Z2:G,Z2:E)))@15, (MAX(V(Z2:G,Z2:E)))@16, (MAX(V(Z2:G,Z2:E)))@17, (MAX(V(Z2:G,Z2:E)))@18, (MAX(V(Z2:G,Z2:E)))@19, (MAX(V(Z2:G,Z2:E)))@20, (MAX(V(Z2:G,Z2:E)))@21
  4.000465644015e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000515644396e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000565644777e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000615645157e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000665645538e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000715645919e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000765646300e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000815646680e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000865647061e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000915647442e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.000965647823e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001000000008e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001002556780e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001005299088e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001010412631e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001020412707e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001040412860e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001062351327e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001102351632e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001152352012e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001202352393e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001252352774e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001302353155e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001352353535e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001402353916e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001452354297e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
  4.001502354678e-06  ,7.888280626667e+00  ,7.693862405842e+00  ,7.618177874005e+00  ,2.384413892430e-03  ,7.558667208896e+00  ,7.530416692360e+00  ,7.491197393315e+00  ,7.445456264897e+00  ,7.397206942973e+00  ,7.335528861744e+00  ,7.272644728285e+00  ,7.202496068500e+00  ,7.134654583829e+00  ,7.062076511158e+00  ,6.989815059133e+00  ,6.917954202645e+00  ,6.846706050099e+00  ,6.777368163942e+00  ,6.702583240990e+00  ,6.633995077258e+00  ,6.566064725573e+00  
